dataTime,麥寮PT-85126,麥寮PT-85136,麥出PT-851126,彰入PT-M621,彰出PT-M622,大安溪PT-A451,中港溪PT-A441,鳳山溪PT-A461,桃入PT-A421,桃出PT-A422,桃機入PT-C2401,麥出FQ-85136,麥出FQ-85126,彰入FQ-M421,桃入FQ-A421,桃出FQ-A422,前段工況,後段工況
2021-06-24 14:25:38,8.037109375,8.015625,8.1796875,7.75,7.9625000953674316,BsonNull,BsonNull,BsonNull,8.0874996185302734,0.21250000596046448,0,-0.015625,0,11.399999618530273,0,0,3,2
2021-06-24 14:25:39,8.037109375,8.015625,8.1796875,7.7375001907348633,7.9499998092651367,BsonNull,BsonNull,BsonNull,8.0874996185302734,0.21250000596046448,0,-0.015625,0,11.399999618530273,0,0,3,2
2021-06-24 14:25:40,8.037109375,8.015625,8.1796875,7.7375001907348633,7.9499998092651367,BsonNull,BsonNull,BsonNull,8.1000003814697266,0.21250000596046448,0,-0.015625,0,11.399999618530273,0,0,3,2
2021-06-24 14:25:41,8.037109375,8.015625,8.1796875,7.7249999046325684,7.9375,BsonNull,BsonNull,BsonNull,8.1000003814697266,0.21250000596046448,0,-0.015625,0,11.399999618530273,0,0,3,2
2021-06-24 14:25:42,8.037109375,8.015625,8.1796875,7.7249999046325684,7.9375,BsonNull,BsonNull,BsonNull,8.1000003814697266,0.21250000596046448,0,-0.015625,0,11.399999618530273,0,0,3,2
2021-06-24 14:25:43,8.037109375,8.015625,8.1796875,7.7125000953674316,7.9250001907348633,BsonNull,BsonNull,BsonNull,8.1000003814697266,0.21250000596046448,0,-0.015625,0,11.25,0,0,3,2
2021-06-24 14:25:44,8.037109375,8.015625,8.1796875,7.7125000953674316,7.9250001907348633,BsonNull,BsonNull,BsonNull,8.1000003814697266,0.21250000596046448,0,-0.015625,0,11.25,0,0,3,2
2021-06-24 14:25:45,8.037109375,8.015625,8.1796875,7.6999998092651367,7.9124999046325684,BsonNull,BsonNull,BsonNull,8.1125001907348633,0.21250000596046448,0,-0.015625,0,11.25,0,0,3,2
2021-06-24 14:25:46,8.037109375,8.015625,8.1796875,7.6999998092651367,7.9124999046325684,BsonNull,BsonNull,BsonNull,8.1125001907348633,0.21250000596046448,0,-0.015625,0,11.25,0,0,3,2
2021-06-24 14:25:47,8.037109375,8.015625,8.1796875,7.6999998092651367,7.9124999046325684,BsonNull,BsonNull,BsonNull,8.1125001907348633,0.21250000596046448,0,-0.015625,0,11.25,0,0,3,2
2021-06-24 14:25:48,8.037109375,8.015625,8.1796875,7.6875,7.9000000953674316,BsonNull,BsonNull,BsonNull,8.1125001907348633,0.21250000596046448,0,-0.015625,0,11.100000381469727,0,0,3,2
2021-06-24 14:25:49,8.037109375,8.015625,8.1796875,7.6750001907348633,7.8874998092651367,BsonNull,BsonNull,BsonNull,8.1125001907348633,0.21250000596046448,0,-0.015625,0,10.949999809265137,0,0,3,2
2021-06-24 14:25:50,8.037109375,8.015625,8.1796875,7.6750001907348633,7.8874998092651367,BsonNull,BsonNull,BsonNull,8.1125001907348633,0.22499999403953552,0,-0.015625,0,10.949999809265137,0,0,3,2
2021-06-24 14:25:51,8.037109375,8.015625,8.1796875,7.6624999046325684,7.875,BsonNull,BsonNull,BsonNull,8.125,0.22499999403953552,0,-0.015625,0,10.949999809265137,0,0,3,2
2021-06-24 14:25:52,8.037109375,8.015625,8.1796875,7.6624999046325684,7.875,BsonNull,BsonNull,BsonNull,8.125,0.21250000596046448,0,-0.015625,0,10.949999809265137,0,0,3,2
2021-06-24 14:25:53,8.037109375,8.015625,8.1796875,7.6500000953674316,7.8625001907348633,BsonNull,BsonNull,BsonNull,8.125,0.21250000596046448,0,-0.015625,0,10.800000190734863,0,0,3,2
2021-06-24 14:25:54,8.037109375,8.015625,8.1796875,7.6500000953674316,7.8625001907348633,BsonNull,BsonNull,BsonNull,8.125,0.22499999403953552,0,-0.015625,0,10.800000190734863,0,0,3,2
2021-06-24 14:25:55,8.037109375,8.015625,8.1796875,7.6374998092651367,7.8499999046325684,BsonNull,BsonNull,BsonNull,8.125,0.22499999403953552,0,-0.015625,0,10.649999618530273,0,0,3,2
2021-06-24 14:25:56,8.037109375,8.015625,8.1796875,7.6374998092651367,7.8499999046325684,BsonNull,BsonNull,BsonNull,8.125,0.21250000596046448,0,-0.015625,0,10.649999618530273,0,0,3,2
2021-06-24 14:25:57,8.037109375,8.015625,8.1796875,7.625,7.8375000953674316,BsonNull,BsonNull,BsonNull,8.125,0.21250000596046448,0,-0.015625,0,10.5,0,0,3,2
